codigo,salon,nombres,apellidos,email_login,password
EST-2026-0228,2° D,Héctor,Rivera Navarro,hector.rivera7961@blenkir.edu.pe,mbappe29
EST-2026-0334,3° D,César,Rivera Paredes,cesar.rivera4584@blenkir.edu.pe,mbappe29
EST-2026-0142,2° A,Felipe,Rivera Pérez,felipe.rivera9375@blenkir.edu.pe,mbappe29
EST-2026-0606,6° B,Alejandro,Rivera Reyes,alejandro.rivera5058@blenkir.edu.pe,mbappe29
EST-2026-0660,6° C,Eduardo,Rivera Reyes,eduardo.rivera1572@blenkir.edu.pe,mbappe29
EST-2026-0500,5° A,Santiago,Rivera Rojas,santiago.rivera2875@blenkir.edu.pe,mbappe29
EST-2026-0016,1° A,Lucía,Rivera Vega,lucia.rivera5278@blenkir.edu.pe,mbappe29
EST-2026-0099,1° D,Rosa,Rojas Acosta,rosa.rojas6366@blenkir.edu.pe,mbappe29
EST-2026-0521,5° B,Raúl,Rojas Aguilar,raul.rojas1726@blenkir.edu.pe,mbappe29
EST-2026-0531,5° B,Sofía,Rojas Castro,sofia.rojas9123@blenkir.edu.pe,mbappe29
EST-2026-0269,3° A,Camila,Rojas Delgado,camila.rojas6289@blenkir.edu.pe,mbappe29
EST-2026-0126,2° A,Renato,Rojas Espinoza,renato.rojas3051@blenkir.edu.pe,mbappe29
EST-2026-0551,5° C,Ian,Rojas Mendoza,ian.rojas7003@blenkir.edu.pe,mbappe29
EST-2026-0631,6° C,Mía,Rojas Mendoza,mia.rojas5560@blenkir.edu.pe,mbappe29
EST-2026-0485,5° A,Valentina,Rojas Morales,valentina.rojas8187@blenkir.edu.pe,mbappe29
EST-2026-0261,3° A,Emilio,Rojas Ortiz,emilio.rojas9500@blenkir.edu.pe,mbappe29
EST-2026-0146,2° A,Emilia,Rojas Rivera,emilia.rojas1787@blenkir.edu.pe,mbappe29
EST-2026-0219,2° D,Mariana,Salazar Acosta,mariana.salazar9654@blenkir.edu.pe,mbappe29
EST-2026-0079,1° C,Luciana,Salazar Aguilar,luciana.salazar8214@blenkir.edu.pe,mbappe29
EST-2026-0476,4° D,César,Salazar Aguilar,cesar.salazar2814@blenkir.edu.pe,mbappe29
EST-2026-0014,1° A,Santiago,Salazar Castro,santiago.salazar6083@blenkir.edu.pe,mbappe29
EST-2026-0520,5° B,Lucía,Salazar Cordero,lucia.salazar6733@blenkir.edu.pe,mbappe29
EST-2026-0157,2° B,Nicole,Salazar Díaz,nicole.salazar9726@blenkir.edu.pe,mbappe29
EST-2026-0189,2° C,Diego,Salazar García,diego.salazar7946@blenkir.edu.pe,mbappe29
EST-2026-0541,5° C,Patricia,Salazar García,patricia.salazar6734@blenkir.edu.pe,mbappe29
EST-2026-0442,4° C,Rosa,Salazar Herrera,rosa.salazar5358@blenkir.edu.pe,mbappe29
EST-2026-0536,5° B,Renato,Salazar Huamán,renato.salazar2239@blenkir.edu.pe,mbappe29
EST-2026-0064,1° C,Óscar,Salazar Huamán,oscar.salazar0769@blenkir.edu.pe,mbappe29
EST-2026-0626,6° B,Carmen,Salazar Medina,carmen.salazar7102@blenkir.edu.pe,mbappe29
EST-2026-0424,4° C,Marco,Salazar Navarro,marco.salazar9294@blenkir.edu.pe,mbappe29
EST-2026-0384,4° A,Héctor,Salazar Ortiz,hector.salazar6933@blenkir.edu.pe,mbappe29
EST-2026-0417,4° B,Rosa,Salazar Pérez,rosa.salazar9725@blenkir.edu.pe,mbappe29
EST-2026-0549,5° C,Lucía,Salazar Rivera,lucia.salazar8331@blenkir.edu.pe,mbappe29
EST-2026-0603,6° B,Bruno,Salazar Rivera,bruno.salazar0296@blenkir.edu.pe,mbappe29
EST-2026-0478,4° D,Luciana,Salazar Sánchez,luciana.salazar1805@blenkir.edu.pe,mbappe29
EST-2026-0402,4° B,Mateo,Salazar Sánchez,mateo.salazar5655@blenkir.edu.pe,mbappe29
EST-2026-0096,1° D,Fiorella,Salazar Sánchez,fiorella.salazar5415@blenkir.edu.pe,mbappe29
EST-2026-0209,2° C,Adrián,Salazar Sánchez,adrian.salazar5968@blenkir.edu.pe,mbappe29
EST-2026-0567,5° C,Santiago,Sánchez Condori,santiago.sanchez0783@blenkir.edu.pe,mbappe29
EST-2026-0574,6° A,Mateo,Sánchez Condori,mateo.sanchez7060@blenkir.edu.pe,mbappe29
EST-2026-0630,6° B,Eduardo,Sánchez Condori,eduardo.sanchez8122@blenkir.edu.pe,mbappe29
EST-2026-0105,1° D,Fiorella,Sánchez Cruz,fiorella.sanchez9252@blenkir.edu.pe,mbappe29
EST-2026-0294,3° B,Gladys,Sánchez Cruz,gladys.sanchez0938@blenkir.edu.pe,mbappe29
EST-2026-0291,3° B,Marco,Sánchez Delgado,marco.sanchez5094@blenkir.edu.pe,mbappe29
EST-2026-0497,5° A,Julio,Sánchez Delgado,julio.sanchez4706@blenkir.edu.pe,mbappe29
EST-2026-0035,1° B,Julio,Sánchez Espinoza,julio.sanchez3243@blenkir.edu.pe,mbappe29
EST-2026-0084,1° C,Milagros,Sánchez Espinoza,milagros.sanchez3412@blenkir.edu.pe,mbappe29
EST-2026-0556,5° C,Mía,Sánchez Fernández,mia.sanchez1683@blenkir.edu.pe,mbappe29
EST-2026-0399,4° B,Emilia,Sánchez Flores,emilia.sanchez9808@blenkir.edu.pe,mbappe29
EST-2026-0165,2° B,Patricia,Sánchez García,patricia.sanchez6541@blenkir.edu.pe,mbappe29
EST-2026-0194,2° C,Katherine,Sánchez Mamani,katherine.sanchez3686@blenkir.edu.pe,mbappe29
EST-2026-0596,6° A,Diego,Sánchez Medina,diego.sanchez9858@blenkir.edu.pe,mbappe29
EST-2026-0136,2° A,Mariana,Sánchez Morales,mariana.sanchez9676@blenkir.edu.pe,mbappe29
EST-2026-0395,4° B,Ariana,Sánchez Ríos,ariana.sanchez1703@blenkir.edu.pe,mbappe29
EST-2026-0066,1° C,Angela,Sánchez Rojas,angela.sanchez9992@blenkir.edu.pe,mbappe29
EST-2026-0387,4° A,Paola,Sánchez Salazar,paola.sanchez6805@blenkir.edu.pe,mbappe29
EST-2026-0445,4° C,Luciana,Sánchez Vásquez,luciana.sanchez4828@blenkir.edu.pe,mbappe29
EST-2026-0082,1° C,Ruth,Sánchez Vásquez,ruth.sanchez6116@blenkir.edu.pe,mbappe29
EST-2026-0344,3° D,Miguel,Sánchez Vega,miguel.sanchez7847@blenkir.edu.pe,mbappe29
EST-2026-0040,1° B,Rodrigo,Silva Cáceres,rodrigo.silva1594@blenkir.edu.pe,mbappe29
EST-2026-0073,1° C,Óscar,Silva Cáceres,oscar.silva1178@blenkir.edu.pe,mbappe29
EST-2026-0450,4° C,Camila,Silva Cruz,camila.silva4315@blenkir.edu.pe,mbappe29
EST-2026-0287,3° B,Nicole,Silva Flores,nicole.silva2834@blenkir.edu.pe,mbappe29
EST-2026-0446,4° C,Daniel,Silva Herrera,daniel.silva4413@blenkir.edu.pe,mbappe29
EST-2026-0080,1° C,Antonella,Silva López,antonella.silva7109@blenkir.edu.pe,mbappe29
EST-2026-0553,5° C,Carmen,Silva Medina,carmen.silva3985@blenkir.edu.pe,mbappe29
EST-2026-0444,4° C,Fiorella,Silva Navarro,fiorella.silva0794@blenkir.edu.pe,mbappe29
EST-2026-0484,5° A,Gladys,Silva Ortiz,gladys.silva3502@blenkir.edu.pe,mbappe29
EST-2026-0188,2° C,Sebastián,Silva Pérez,sebastian.silva5673@blenkir.edu.pe,mbappe29
EST-2026-0144,2° A,Óscar,Silva Quispe,oscar.silva2340@blenkir.edu.pe,mbappe29
EST-2026-0044,1° B,Lucía,Silva Salazar,lucia.silva6665@blenkir.edu.pe,mbappe29
EST-2026-0148,2° A,Thiago,Silva Torres,thiago.silva5405@blenkir.edu.pe,mbappe29
EST-2026-0453,4° D,Emilia,Silva Torres,emilia.silva4325@blenkir.edu.pe,mbappe29
EST-2026-0400,4° B,Joaquín,Torres Acosta,joaquin.torres3022@blenkir.edu.pe,mbappe29
EST-2026-0552,5° C,Milagros,Torres Condori,milagros.torres6617@blenkir.edu.pe,mbappe29
EST-2026-0155,2° B,Felipe,Torres Fernández,felipe.torres7449@blenkir.edu.pe,mbappe29
EST-2026-0250,3° A,Adrián,Torres Flores,adrian.torres4548@blenkir.edu.pe,mbappe29
EST-2026-0210,2° C,Marco,Torres García,marco.torres6700@blenkir.edu.pe,mbappe29
EST-2026-0197,2° C,Antonella,Torres Pérez,antonella.torres2754@blenkir.edu.pe,mbappe29
EST-2026-0302,3° C,Isabella,Torres Pérez,isabella.torres7828@blenkir.edu.pe,mbappe29
EST-2026-0379,4° A,Fiorella,Torres Rojas,fiorella.torres2256@blenkir.edu.pe,mbappe29
EST-2026-0025,1° A,Katherine,Torres Sánchez,katherine.torres7811@blenkir.edu.pe,mbappe29
EST-2026-0575,6° A,Victoria,Torres Valdez,victoria.torres6413@blenkir.edu.pe,mbappe29
EST-2026-0624,6° B,Isabella,Valdez Aguilar,isabella.valdez3894@blenkir.edu.pe,mbappe29
EST-2026-0312,3° C,Raúl,Valdez Castro,raul.valdez2841@blenkir.edu.pe,mbappe29
EST-2026-0224,2° D,Valeria,Valdez Condori,valeria.valdez5276@blenkir.edu.pe,mbappe29
EST-2026-0514,5° B,Julio,Valdez Condori,julio.valdez5302@blenkir.edu.pe,mbappe29
EST-2026-0573,6° A,Lucía,Valdez Cordero,lucia.valdez5761@blenkir.edu.pe,mbappe29
EST-2026-0362,4° A,Roxana,Valdez Flores,roxana.valdez5855@blenkir.edu.pe,mbappe29
EST-2026-0207,2° C,Rosa,Valdez Gutiérrez,rosa.valdez1067@blenkir.edu.pe,mbappe29
EST-2026-0273,3° B,Rosa,Valdez López,rosa.valdez4963@blenkir.edu.pe,mbappe29
EST-2026-0542,5° C,Adrián,Valdez Medina,adrian.valdez9488@blenkir.edu.pe,mbappe29
EST-2026-0098,1° D,Ruth,Valdez Medina,ruth.valdez0067@blenkir.edu.pe,mbappe29
EST-2026-0100,1° D,Diego,Valdez Medina,diego.valdez4303@blenkir.edu.pe,mbappe29
EST-2026-0123,2° A,Emilio,Valdez Medina,emilio.valdez7398@blenkir.edu.pe,mbappe29
EST-2026-0200,2° C,Diego,Valdez Mendoza,diego.valdez7240@blenkir.edu.pe,mbappe29
EST-2026-0368,4° A,César,Valdez Mendoza,cesar.valdez5337@blenkir.edu.pe,mbappe29
EST-2026-0648,6° C,Marco,Valdez Morales,marco.valdez4942@blenkir.edu.pe,mbappe29
EST-2026-0071,1° C,Mateo,Valdez Navarro,mateo.valdez6967@blenkir.edu.pe,mbappe29
EST-2026-0128,2° A,Nicole,Valdez Paredes,nicole.valdez3864@blenkir.edu.pe,mbappe29
EST-2026-0024,1° A,Mariana,Valdez Ramírez,mariana.valdez9869@blenkir.edu.pe,mbappe29
EST-2026-0657,6° C,Santiago,Valdez Rivera,santiago.valdez9533@blenkir.edu.pe,mbappe29
EST-2026-0454,4° D,Luciana,Valdez Rojas,luciana.valdez1270@blenkir.edu.pe,mbappe29
EST-2026-0620,6° B,Valentina,Valdez Salazar,valentina.valdez7124@blenkir.edu.pe,mbappe29
EST-2026-0429,4° C,Fiorella,Valdez Sánchez,fiorella.valdez9445@blenkir.edu.pe,mbappe29
EST-2026-0425,4° C,Roxana,Vásquez Castro,roxana.vasquez1326@blenkir.edu.pe,mbappe29
EST-2026-0116,1° D,Luciana,Vásquez Castro,luciana.vasquez9244@blenkir.edu.pe,mbappe29
EST-2026-0590,6° A,Roxana,Vásquez Castro,roxana.vasquez1269@blenkir.edu.pe,mbappe29
EST-2026-0285,3° B,Isabella,Vásquez Chávez,isabella.vasquez6938@blenkir.edu.pe,mbappe29
EST-2026-0392,4° B,Sofía,Vásquez Chávez,sofia.vasquez0792@blenkir.edu.pe,mbappe29
EST-2026-0612,6° B,Miguel,Vásquez Díaz,miguel.vasquez5166@blenkir.edu.pe,mbappe29
EST-2026-0053,1° B,Camila,Vásquez Díaz,camila.vasquez8149@blenkir.edu.pe,mbappe29
EST-2026-0161,2° B,Luciana,Vásquez Flores,luciana.vasquez3815@blenkir.edu.pe,mbappe29
EST-2026-0152,2° B,Gabriel,Vásquez García,gabriel.vasquez3416@blenkir.edu.pe,mbappe29
EST-2026-0185,2° C,Thiago,Vásquez Gutiérrez,thiago.vasquez3347@blenkir.edu.pe,mbappe29
EST-2026-0154,2° B,Julio,Vásquez Herrera,julio.vasquez1219@blenkir.edu.pe,mbappe29
EST-2026-0343,3° D,Ariana,Vásquez López,ariana.vasquez6338@blenkir.edu.pe,mbappe29
EST-2026-0391,4° B,Isabella,Vásquez López,isabella.vasquez9795@blenkir.edu.pe,mbappe29
EST-2026-0635,6° C,Angela,Vásquez Mamani,angela.vasquez1999@blenkir.edu.pe,mbappe29
EST-2026-0309,3° C,Victoria,Vásquez Medina,victoria.vasquez7314@blenkir.edu.pe,mbappe29
EST-2026-0020,1° A,Valentina,Vásquez Paredes,valentina.vasquez3474@blenkir.edu.pe,mbappe29
EST-2026-0170,2° B,Diego,Vásquez Rojas,diego.vasquez8783@blenkir.edu.pe,mbappe29
EST-2026-0415,4° B,Santiago,Vásquez Silva,santiago.vasquez6476@blenkir.edu.pe,mbappe29
EST-2026-0565,5° C,Gladys,Vásquez Silva,gladys.vasquez7472@blenkir.edu.pe,mbappe29
EST-2026-0532,5° B,Ariana,Vásquez Torres,ariana.vasquez9899@blenkir.edu.pe,mbappe29
EST-2026-0132,2° A,Nicole,Vega Cáceres,nicole.vega7392@blenkir.edu.pe,mbappe29
EST-2026-0236,2° D,Mateo,Vega Condori,mateo.vega4169@blenkir.edu.pe,mbappe29
EST-2026-0245,3° A,Sofía,Vega Cordero,sofia.vega8631@blenkir.edu.pe,mbappe29
EST-2026-0268,3° A,Isabella,Vega Cruz,isabella.vega4339@blenkir.edu.pe,mbappe29
EST-2026-0057,1° B,Alejandro,Vega Delgado,alejandro.vega8699@blenkir.edu.pe,mbappe29
EST-2026-0288,3° B,Miguel,Vega García,miguel.vega3379@blenkir.edu.pe,mbappe29
EST-2026-0319,3° C,Lucía,Vega García,lucia.vega3808@blenkir.edu.pe,mbappe29
EST-2026-0394,4° B,Roxana,Vega García,roxana.vega2570@blenkir.edu.pe,mbappe29
EST-2026-0214,2° D,Antonella,Vega Herrera,antonella.vega7571@blenkir.edu.pe,mbappe29
EST-2026-0452,4° D,Katherine,Vega Mendoza,katherine.vega5986@blenkir.edu.pe,mbappe29
EST-2026-0218,2° D,Joaquín,Vega Morales,joaquin.vega8629@blenkir.edu.pe,mbappe29
EST-2026-0361,4° A,Mateo,Vega Navarro,mateo.vega6874@blenkir.edu.pe,mbappe29
EST-2026-0083,1° C,Valeria,Vega Ramírez,valeria.vega1017@blenkir.edu.pe,mbappe29
EST-2026-0372,4° A,Gabriel,Vega Valdez,gabriel.vega7889@blenkir.edu.pe,mbappe29
EST-2026-0145,2° A,Sofía,Vega Vásquez,sofia.vega3967@blenkir.edu.pe,mbappe29
