codigo,salon,nombres,apellidos,email_login,password,cuenta_activa
EST-2026-0516,5° B,Victoria,Huamán Condori,victoria.huaman0516@blenkir.edu.pe,mbappe29,si
EST-2026-0517,5° B,Renato,Huamán Condori,renato.huaman0517@blenkir.edu.pe,mbappe29,si
EST-2026-0518,5° B,Fiorella,Huamán Condori,fiorella.huaman0518@blenkir.edu.pe,mbappe29,si
EST-2026-0519,5° B,Bruno,Huamán Condori,bruno.huaman0519@blenkir.edu.pe,mbappe29,si
EST-2026-0520,5° B,Ariana,Huamán Condori,ariana.huaman0520@blenkir.edu.pe,mbappe29,si
EST-2026-0521,5° B,Joaquín,Huamán Condori,joaquin.huaman0521@blenkir.edu.pe,mbappe29,si
EST-2026-0522,5° B,Mía,Huamán Condori,mia.huaman0522@blenkir.edu.pe,mbappe29,si
EST-2026-0523,5° B,Thiago,Huamán Condori,thiago.huaman0523@blenkir.edu.pe,mbappe29,si
EST-2026-0524,5° B,Antonella,Huamán Condori,antonella.huaman0524@blenkir.edu.pe,mbappe29,si
EST-2026-0525,5° B,Ian,Huamán Condori,ian.huaman0525@blenkir.edu.pe,mbappe29,si
EST-2026-0526,5° B,Lucía,Huamán Condori,lucia.huaman0526@blenkir.edu.pe,mbappe29,si
EST-2026-0527,5° B,Adrián,Huamán Condori,adrian.huaman0527@blenkir.edu.pe,mbappe29,si
EST-2026-0528,5° B,Valeria,Huamán Condori,valeria.huaman0528@blenkir.edu.pe,mbappe29,si
EST-2026-0529,5° B,Emilio,Huamán Condori,emilio.huaman0529@blenkir.edu.pe,mbappe29,si
EST-2026-0530,5° B,Nicole,Huamán Condori,nicole.huaman0530@blenkir.edu.pe,mbappe29,si
EST-2026-0531,5° B,Rodrigo,Huamán Condori,rodrigo.huaman0531@blenkir.edu.pe,mbappe29,si
EST-2026-0532,5° B,Paola,Huamán Condori,paola.huaman0532@blenkir.edu.pe,mbappe29,si
EST-2026-0533,5° B,César,Huamán Condori,cesar.huaman0533@blenkir.edu.pe,mbappe29,si
EST-2026-0534,5° B,Milagros,Huamán Condori,milagros.huaman0534@blenkir.edu.pe,mbappe29,si
EST-2026-0535,5° B,Eduardo,Huamán Condori,eduardo.huaman0535@blenkir.edu.pe,mbappe29,si
EST-2026-0536,5° B,Roxana,Huamán Condori,roxana.huaman0536@blenkir.edu.pe,mbappe29,si
EST-2026-0537,5° B,Julio,Huamán Condori,julio.huaman0537@blenkir.edu.pe,mbappe29,si
EST-2026-0538,5° B,Katherine,Huamán Condori,katherine.huaman0538@blenkir.edu.pe,mbappe29,si
EST-2026-0539,5° B,Marco,Huamán Condori,marco.huaman0539@blenkir.edu.pe,mbappe29,si
EST-2026-0540,5° B,Angela,Huamán Condori,angela.huaman0540@blenkir.edu.pe,mbappe29,si
EST-2026-0541,5° C,Felipe,Huamán Condori,felipe.huaman0541@blenkir.edu.pe,mbappe29,si
EST-2026-0542,5° C,Ruth,Huamán Condori,ruth.huaman0542@blenkir.edu.pe,mbappe29,si
EST-2026-0543,5° C,Héctor,Huamán Condori,hector.huaman0543@blenkir.edu.pe,mbappe29,si
EST-2026-0544,5° C,Gladys,Huamán Condori,gladys.huaman0544@blenkir.edu.pe,mbappe29,si
EST-2026-0545,5° C,Óscar,Huamán Condori,oscar.huaman0545@blenkir.edu.pe,mbappe29,si
EST-2026-0546,5° C,Patricia,Huamán Condori,patricia.huaman0546@blenkir.edu.pe,mbappe29,si
EST-2026-0547,5° C,Raúl,Huamán Condori,raul.huaman0547@blenkir.edu.pe,mbappe29,si
EST-2026-0548,5° C,Carmen,Huamán Condori,carmen.huaman0548@blenkir.edu.pe,mbappe29,si
EST-2026-0549,5° C,Miguel,Huamán Condori,miguel.huaman0549@blenkir.edu.pe,mbappe29,si
EST-2026-0550,5° C,Rosa,Huamán Condori,rosa.huaman0550@blenkir.edu.pe,mbappe29,si
EST-2026-0551,5° C,Mateo,Condori Salazar,mateo.condori0551@blenkir.edu.pe,mbappe29,si
EST-2026-0552,5° C,Valentina,Condori Salazar,valentina.condori0552@blenkir.edu.pe,mbappe29,si
EST-2026-0553,5° C,Santiago,Condori Salazar,santiago.condori0553@blenkir.edu.pe,mbappe29,si
EST-2026-0554,5° C,Luciana,Condori Salazar,luciana.condori0554@blenkir.edu.pe,mbappe29,si
EST-2026-0555,5° C,Sebastián,Condori Salazar,sebastian.condori0555@blenkir.edu.pe,mbappe29,si
EST-2026-0556,5° C,Camila,Condori Salazar,camila.condori0556@blenkir.edu.pe,mbappe29,si
EST-2026-0557,5° C,Diego,Condori Salazar,diego.condori0557@blenkir.edu.pe,mbappe29,si
EST-2026-0558,5° C,Isabella,Condori Salazar,isabella.condori0558@blenkir.edu.pe,mbappe29,si
EST-2026-0559,5° C,Alejandro,Condori Salazar,alejandro.condori0559@blenkir.edu.pe,mbappe29,si
EST-2026-0560,5° C,Sofía,Condori Salazar,sofia.condori0560@blenkir.edu.pe,mbappe29,si
EST-2026-0561,5° C,Daniel,Condori Salazar,daniel.condori0561@blenkir.edu.pe,mbappe29,si
EST-2026-0562,5° C,Mariana,Condori Salazar,mariana.condori0562@blenkir.edu.pe,mbappe29,si
EST-2026-0563,5° C,Andrés,Condori Salazar,andres.condori0563@blenkir.edu.pe,mbappe29,si
EST-2026-0564,5° C,Emilia,Condori Salazar,emilia.condori0564@blenkir.edu.pe,mbappe29,si
EST-2026-0565,5° C,Gabriel,Condori Salazar,gabriel.condori0565@blenkir.edu.pe,mbappe29,si
EST-2026-0566,5° C,Victoria,Condori Salazar,victoria.condori0566@blenkir.edu.pe,mbappe29,si
EST-2026-0567,5° C,Renato,Condori Salazar,renato.condori0567@blenkir.edu.pe,mbappe29,si
EST-2026-0568,5° C,Fiorella,Condori Salazar,fiorella.condori0568@blenkir.edu.pe,mbappe29,si
EST-2026-0569,5° C,Bruno,Condori Salazar,bruno.condori0569@blenkir.edu.pe,mbappe29,si
EST-2026-0570,5° C,Ariana,Condori Salazar,ariana.condori0570@blenkir.edu.pe,mbappe29,si
EST-2026-0571,6° A,Joaquín,Condori Salazar,joaquin.condori0571@blenkir.edu.pe,mbappe29,si
EST-2026-0572,6° A,Mía,Condori Salazar,mia.condori0572@blenkir.edu.pe,mbappe29,si
EST-2026-0573,6° A,Thiago,Condori Salazar,thiago.condori0573@blenkir.edu.pe,mbappe29,si
EST-2026-0574,6° A,Antonella,Condori Salazar,antonella.condori0574@blenkir.edu.pe,mbappe29,si
EST-2026-0575,6° A,Ian,Condori Salazar,ian.condori0575@blenkir.edu.pe,mbappe29,si
EST-2026-0576,6° A,Lucía,Condori Salazar,lucia.condori0576@blenkir.edu.pe,mbappe29,si
EST-2026-0577,6° A,Adrián,Condori Salazar,adrian.condori0577@blenkir.edu.pe,mbappe29,si
EST-2026-0578,6° A,Valeria,Condori Salazar,valeria.condori0578@blenkir.edu.pe,mbappe29,si
EST-2026-0579,6° A,Emilio,Condori Salazar,emilio.condori0579@blenkir.edu.pe,mbappe29,si
EST-2026-0580,6° A,Nicole,Condori Salazar,nicole.condori0580@blenkir.edu.pe,mbappe29,si
EST-2026-0581,6° A,Rodrigo,Condori Salazar,rodrigo.condori0581@blenkir.edu.pe,mbappe29,si
EST-2026-0582,6° A,Paola,Condori Salazar,paola.condori0582@blenkir.edu.pe,mbappe29,si
EST-2026-0583,6° A,César,Condori Salazar,cesar.condori0583@blenkir.edu.pe,mbappe29,si
EST-2026-0584,6° A,Milagros,Condori Salazar,milagros.condori0584@blenkir.edu.pe,mbappe29,si
EST-2026-0585,6° A,Eduardo,Condori Salazar,eduardo.condori0585@blenkir.edu.pe,mbappe29,si
EST-2026-0586,6° A,Roxana,Condori Salazar,roxana.condori0586@blenkir.edu.pe,mbappe29,si
EST-2026-0587,6° A,Julio,Condori Salazar,julio.condori0587@blenkir.edu.pe,mbappe29,si
EST-2026-0588,6° A,Katherine,Condori Salazar,katherine.condori0588@blenkir.edu.pe,mbappe29,si
EST-2026-0589,6° A,Marco,Condori Salazar,marco.condori0589@blenkir.edu.pe,mbappe29,si
EST-2026-0590,6° A,Angela,Condori Salazar,angela.condori0590@blenkir.edu.pe,mbappe29,si
EST-2026-0591,6° A,Felipe,Condori Salazar,felipe.condori0591@blenkir.edu.pe,mbappe29,si
EST-2026-0592,6° A,Ruth,Condori Salazar,ruth.condori0592@blenkir.edu.pe,mbappe29,si
EST-2026-0593,6° A,Héctor,Condori Salazar,hector.condori0593@blenkir.edu.pe,mbappe29,si
EST-2026-0594,6° A,Gladys,Condori Salazar,gladys.condori0594@blenkir.edu.pe,mbappe29,si
EST-2026-0595,6° A,Óscar,Condori Salazar,oscar.condori0595@blenkir.edu.pe,mbappe29,si
EST-2026-0596,6° A,Patricia,Condori Salazar,patricia.condori0596@blenkir.edu.pe,mbappe29,si
EST-2026-0597,6° A,Raúl,Condori Salazar,raul.condori0597@blenkir.edu.pe,mbappe29,si
EST-2026-0598,6° A,Carmen,Condori Salazar,carmen.condori0598@blenkir.edu.pe,mbappe29,si
EST-2026-0599,6° A,Miguel,Condori Salazar,miguel.condori0599@blenkir.edu.pe,mbappe29,si
EST-2026-0600,6° A,Rosa,Condori Salazar,rosa.condori0600@blenkir.edu.pe,mbappe29,si
EST-2026-0601,6° B,Mateo,Salazar Paredes,mateo.salazar0601@blenkir.edu.pe,mbappe29,si
EST-2026-0602,6° B,Valentina,Salazar Paredes,valentina.salazar0602@blenkir.edu.pe,mbappe29,si
EST-2026-0603,6° B,Santiago,Salazar Paredes,santiago.salazar0603@blenkir.edu.pe,mbappe29,si
EST-2026-0604,6° B,Luciana,Salazar Paredes,luciana.salazar0604@blenkir.edu.pe,mbappe29,si
EST-2026-0605,6° B,Sebastián,Salazar Paredes,sebastian.salazar0605@blenkir.edu.pe,mbappe29,si
EST-2026-0606,6° B,Camila,Salazar Paredes,camila.salazar0606@blenkir.edu.pe,mbappe29,si
EST-2026-0607,6° B,Diego,Salazar Paredes,diego.salazar0607@blenkir.edu.pe,mbappe29,si
EST-2026-0608,6° B,Isabella,Salazar Paredes,isabella.salazar0608@blenkir.edu.pe,mbappe29,si
EST-2026-0609,6° B,Alejandro,Salazar Paredes,alejandro.salazar0609@blenkir.edu.pe,mbappe29,si
EST-2026-0610,6° B,Sofía,Salazar Paredes,sofia.salazar0610@blenkir.edu.pe,mbappe29,si
EST-2026-0611,6° B,Daniel,Salazar Paredes,daniel.salazar0611@blenkir.edu.pe,mbappe29,si
EST-2026-0612,6° B,Mariana,Salazar Paredes,mariana.salazar0612@blenkir.edu.pe,mbappe29,si
EST-2026-0613,6° B,Andrés,Salazar Paredes,andres.salazar0613@blenkir.edu.pe,mbappe29,si
EST-2026-0614,6° B,Emilia,Salazar Paredes,emilia.salazar0614@blenkir.edu.pe,mbappe29,si
EST-2026-0615,6° B,Gabriel,Salazar Paredes,gabriel.salazar0615@blenkir.edu.pe,mbappe29,si
EST-2026-0616,6° B,Victoria,Salazar Paredes,victoria.salazar0616@blenkir.edu.pe,mbappe29,si
EST-2026-0617,6° B,Renato,Salazar Paredes,renato.salazar0617@blenkir.edu.pe,mbappe29,si
EST-2026-0618,6° B,Fiorella,Salazar Paredes,fiorella.salazar0618@blenkir.edu.pe,mbappe29,si
EST-2026-0619,6° B,Bruno,Salazar Paredes,bruno.salazar0619@blenkir.edu.pe,mbappe29,si
EST-2026-0620,6° B,Ariana,Salazar Paredes,ariana.salazar0620@blenkir.edu.pe,mbappe29,si
EST-2026-0621,6° B,Joaquín,Salazar Paredes,joaquin.salazar0621@blenkir.edu.pe,mbappe29,si
EST-2026-0622,6° B,Mía,Salazar Paredes,mia.salazar0622@blenkir.edu.pe,mbappe29,si
EST-2026-0623,6° B,Thiago,Salazar Paredes,thiago.salazar0623@blenkir.edu.pe,mbappe29,si
EST-2026-0624,6° B,Antonella,Salazar Paredes,antonella.salazar0624@blenkir.edu.pe,mbappe29,si
EST-2026-0625,6° B,Ian,Salazar Paredes,ian.salazar0625@blenkir.edu.pe,mbappe29,si
EST-2026-0626,6° B,Lucía,Salazar Paredes,lucia.salazar0626@blenkir.edu.pe,mbappe29,si
EST-2026-0627,6° B,Adrián,Salazar Paredes,adrian.salazar0627@blenkir.edu.pe,mbappe29,si
EST-2026-0628,6° B,Valeria,Salazar Paredes,valeria.salazar0628@blenkir.edu.pe,mbappe29,si
EST-2026-0629,6° B,Emilio,Salazar Paredes,emilio.salazar0629@blenkir.edu.pe,mbappe29,si
EST-2026-0630,6° B,Nicole,Salazar Paredes,nicole.salazar0630@blenkir.edu.pe,mbappe29,si
EST-2026-0631,6° C,Rodrigo,Salazar Paredes,rodrigo.salazar0631@blenkir.edu.pe,mbappe29,si
EST-2026-0632,6° C,Paola,Salazar Paredes,paola.salazar0632@blenkir.edu.pe,mbappe29,si
EST-2026-0633,6° C,César,Salazar Paredes,cesar.salazar0633@blenkir.edu.pe,mbappe29,si
EST-2026-0634,6° C,Milagros,Salazar Paredes,milagros.salazar0634@blenkir.edu.pe,mbappe29,si
EST-2026-0635,6° C,Eduardo,Salazar Paredes,eduardo.salazar0635@blenkir.edu.pe,mbappe29,si
EST-2026-0636,6° C,Roxana,Salazar Paredes,roxana.salazar0636@blenkir.edu.pe,mbappe29,si
EST-2026-0637,6° C,Julio,Salazar Paredes,julio.salazar0637@blenkir.edu.pe,mbappe29,si
EST-2026-0638,6° C,Katherine,Salazar Paredes,katherine.salazar0638@blenkir.edu.pe,mbappe29,si
EST-2026-0639,6° C,Marco,Salazar Paredes,marco.salazar0639@blenkir.edu.pe,mbappe29,si
EST-2026-0640,6° C,Angela,Salazar Paredes,angela.salazar0640@blenkir.edu.pe,mbappe29,si
EST-2026-0641,6° C,Felipe,Salazar Paredes,felipe.salazar0641@blenkir.edu.pe,mbappe29,si
EST-2026-0642,6° C,Ruth,Salazar Paredes,ruth.salazar0642@blenkir.edu.pe,mbappe29,si
EST-2026-0643,6° C,Héctor,Salazar Paredes,hector.salazar0643@blenkir.edu.pe,mbappe29,si
EST-2026-0644,6° C,Gladys,Salazar Paredes,gladys.salazar0644@blenkir.edu.pe,mbappe29,si
EST-2026-0645,6° C,Óscar,Salazar Paredes,oscar.salazar0645@blenkir.edu.pe,mbappe29,si
EST-2026-0646,6° C,Patricia,Salazar Paredes,patricia.salazar0646@blenkir.edu.pe,mbappe29,si
EST-2026-0647,6° C,Raúl,Salazar Paredes,raul.salazar0647@blenkir.edu.pe,mbappe29,si
EST-2026-0648,6° C,Carmen,Salazar Paredes,carmen.salazar0648@blenkir.edu.pe,mbappe29,si
EST-2026-0649,6° C,Miguel,Salazar Paredes,miguel.salazar0649@blenkir.edu.pe,mbappe29,si
EST-2026-0650,6° C,Rosa,Salazar Paredes,rosa.salazar0650@blenkir.edu.pe,mbappe29,si
EST-2026-0651,6° C,Mateo,Paredes Silva,mateo.paredes0651@blenkir.edu.pe,mbappe29,si
EST-2026-0652,6° C,Valentina,Paredes Silva,valentina.paredes0652@blenkir.edu.pe,mbappe29,si
EST-2026-0653,6° C,Santiago,Paredes Silva,santiago.paredes0653@blenkir.edu.pe,mbappe29,si
EST-2026-0654,6° C,Luciana,Paredes Silva,luciana.paredes0654@blenkir.edu.pe,mbappe29,si
EST-2026-0655,6° C,Sebastián,Paredes Silva,sebastian.paredes0655@blenkir.edu.pe,mbappe29,si
EST-2026-0656,6° C,Camila,Paredes Silva,camila.paredes0656@blenkir.edu.pe,mbappe29,si
EST-2026-0657,6° C,Diego,Paredes Silva,diego.paredes0657@blenkir.edu.pe,mbappe29,si
EST-2026-0658,6° C,Isabella,Paredes Silva,isabella.paredes0658@blenkir.edu.pe,mbappe29,si
EST-2026-0659,6° C,Alejandro,Paredes Silva,alejandro.paredes0659@blenkir.edu.pe,mbappe29,si
EST-2026-0660,6° C,Sofía,Paredes Silva,sofia.paredes0660@blenkir.edu.pe,mbappe29,si
